,Transported,CryoSleep,Age,VIP,,Transported',,VIP,Age,CryoSleep,B_0
1013,1,1,27,0,,"0,206041526",FALSE,,,,
1014,1,1,23,0,,"0,1755168555",FALSE,,,,
1015,1,0,18,0,,"0,1373610173",FALSE,,,,
1018,1,1,0,0,,0,FALSE,,,,
1021,1,0,19,0,,"0,144992185",FALSE,,,,
1022,1,0,7,0,,"0,0534181734",FALSE,,,,
1024,1,1,33,0,,"0,2518285318",FALSE,,,,
1026,1,1,35,0,,"0,267090867",FALSE,,,,
1027,1,0,23,0,,"0,1755168555",FALSE,,,,
1029,1,1,34,0,,"0,2594596994",FALSE,,,,
1031,1,1,42,0,,"0,3205090404",TRUE,,,,
1034,1,0,5,0,,"0,03815583815",FALSE,,,,
1040,1,1,5,0,,"0,03815583815",FALSE,,,,
1042,1,0,26,0,,"0,1984103584",FALSE,,,,
1043,1,0,40,0,,"0,3052467052",FALSE,,,,
1044,1,0,20,0,,"0,1526233526",FALSE,,,,
1047,1,1,34,0,,"0,2594596994",FALSE,,,,
1048,1,0,9,0,,"0,06868050866",FALSE,,,,
1049,1,1,36,0,,"0,2747220347",FALSE,,,,
1050,1,1,26,0,,"0,1984103584",FALSE,,,,
1052,1,0,55,1,,"0,4644863419",TRUE,,,,
1054,1,1,18,0,,"0,1373610173",FALSE,,,,
1057,1,0,20,0,,"0,1526233526",FALSE,,,,
1059,1,0,27,0,,"0,206041526",FALSE,,,,
1060,1,1,13,0,,"0,09920517918",FALSE,,,,
1061,1,0,32,0,,"0,2441973641",FALSE,,,,
1062,1,0,53,0,,"0,4044518844",TRUE,,,,
1063,1,1,34,0,,"0,2594596994",FALSE,,,,
1064,1,1,42,0,,"0,3205090404",TRUE,,,,
1065,1,1,19,0,,"0,144992185",FALSE,,,,
1066,1,0,54,0,,"0,412083052",TRUE,,,,
1067,1,0,12,0,,"0,09157401155",FALSE,,,,
1071,1,1,49,0,,"0,3739272138",TRUE,,,,
1072,1,1,22,0,,"0,1678856878",FALSE,,,,
1075,1,0,39,0,,"0,2976155375",FALSE,,,,
1076,1,1,14,0,,"0,1068363468",FALSE,,,,
1077,1,1,29,0,,"0,2213038612",FALSE,,,,
1079,1,0,8,0,,"0,06104934103",FALSE,,,,
1086,1,1,18,0,,"0,1373610173",FALSE,,,,
1087,1,1,25,0,,"0,1907791907",FALSE,,,,
1088,1,1,32,0,,"0,2441973641",FALSE,,,,
1089,1,1,26,0,,"0,1984103584",FALSE,,,,
1091,1,1,18,0,,"0,1373610173",FALSE,,,,
1093,1,1,26,0,,"0,1984103584",FALSE,,,,
1094,1,0,28,0,,"0,2136726936",FALSE,,,,
1096,1,0,31,0,,"0,2365661965",FALSE,,,,
1097,1,0,35,0,,"0,267090867",FALSE,,,,
1100,1,1,29,0,,"0,2213038612",FALSE,,,,
1101,1,1,17,0,,"0,1297298497",FALSE,,,,
1103,1,1,28,0,,"0,2136726936",FALSE,,,,
1107,1,0,24,1,,"0,2279201454",FALSE,,,,
1108,1,1,36,0,,"0,2747220347",FALSE,,,,
1109,1,1,34,0,,"0,2594596994",FALSE,,,,
1110,1,1,59,0,,"0,4502388901",TRUE,,,,
1112,1,1,15,0,,"0,1144675144",FALSE,,,,
1114,1,1,64,0,,"0,4883947283",TRUE,,,,
1115,1,0,24,0,,"0,1831480231",FALSE,,,,
1116,1,0,23,1,,"0,2202889778",FALSE,,,,
1118,1,0,0,0,,0,FALSE,,,,
1121,1,0,48,0,,"0,3662960462",TRUE,,,,
1127,1,0,52,0,,"0,3968207167",TRUE,,,,
1130,1,1,16,0,,"0,1220986821",FALSE,,,,
1131,1,1,25,0,,"0,1907791907",FALSE,,,,
1132,1,0,28,0,,"0,2136726936",FALSE,,,,
1134,1,0,28,1,,"0,2584448159",FALSE,,,,
1139,1,1,45,1,,"0,3881746656",TRUE,,,,
1143,1,1,6,0,,"0,04578700578",FALSE,,,,
1145,1,0,13,0,,"0,09920517918",FALSE,,,,
1147,1,0,1,0,,"0,007631167629",FALSE,,,,
1149,1,0,51,0,,"0,3891895491",TRUE,,,,
1150,1,1,31,0,,"0,2365661965",FALSE,,,,
1151,1,1,28,0,,"0,2136726936",FALSE,,,,
1152,1,0,20,0,,"0,1526233526",FALSE,,,,
1158,1,1,24,0,,"0,1831480231",FALSE,,,,
1159,1,0,18,0,,"0,1373610173",FALSE,,,,
1160,1,1,21,0,,"0,1602545202",FALSE,,,,
1161,1,0,59,0,,"0,4502388901",TRUE,,,,
1162,1,0,27,0,,"0,206041526",FALSE,,,,
1165,1,1,36,0,,"0,2747220347",FALSE,,,,
1167,1,1,22,0,,"0,1678856878",FALSE,,,,
1168,1,0,23,0,,"0,1755168555",FALSE,,,,
1169,1,0,32,0,,"0,2441973641",FALSE,,,,
1171,1,0,26,0,,"0,1984103584",FALSE,,,,
1172,1,1,61,0,,"0,4655012254",TRUE,,,,
1173,1,0,30,0,,"0,2289350289",FALSE,,,,
1174,1,0,40,0,,"0,3052467052",FALSE,,,,
1175,1,0,37,0,,"0,2823532023",FALSE,,,,
1179,1,0,27,0,,"0,206041526",FALSE,,,,
1183,1,1,52,0,,"0,3968207167",TRUE,,,,
1184,1,1,15,0,,"0,1144675144",FALSE,,,,
1188,1,1,22,0,,"0,1678856878",FALSE,,,,
1192,1,1,34,1,,"0,3042318217",FALSE,,,,
1198,1,1,31,0,,"0,2365661965",FALSE,,,,
1199,1,0,44,0,,"0,3357713757",TRUE,,,,
1203,1,1,27,0,,"0,206041526",FALSE,,,,
1205,1,1,10,0,,"0,07631167629",FALSE,,,,
1206,1,1,1,0,,"0,007631167629",FALSE,,,,
1207,1,1,4,0,,"0,03052467052",FALSE,,,,
1213,1,0,31,1,,"0,2813383188",FALSE,,,,
1214,1,0,43,0,,"0,3281402081",TRUE,,,,
1216,1,1,28,0,,"0,2136726936",FALSE,,,,
1217,1,1,30,0,,"0,2289350289",FALSE,,,,
1220,1,0,22,0,,"0,1678856878",FALSE,,,,
1222,1,0,22,0,,"0,1678856878",FALSE,,,,
1223,1,1,2,0,,"0,01526233526",FALSE,,,,
1226,1,0,9,0,,"0,06868050866",FALSE,,,,
1228,1,0,2,0,,"0,01526233526",FALSE,,,,
1229,1,0,44,0,,"0,3357713757",TRUE,,,,
1230,1,0,11,0,,"0,08394284392",FALSE,,,,
1232,1,1,40,0,,"0,3052467052",FALSE,,,,
1235,1,1,26,0,,"0,1984103584",FALSE,,,,
1236,1,0,19,0,,"0,144992185",FALSE,,,,
1238,1,0,1,0,,"0,007631167629",FALSE,,,,
1241,1,1,21,0,,"0,1602545202",FALSE,,,,
1242,1,1,28,0,,"0,2136726936",FALSE,,,,
1245,1,1,40,0,,"0,3052467052",FALSE,,,,
1246,1,1,23,0,,"0,1755168555",FALSE,,,,
1249,1,1,43,0,,"0,3281402081",TRUE,,,,
1250,1,1,0,0,,0,FALSE,,,,
1252,1,1,42,0,,"0,3205090404",TRUE,,,,
1257,1,0,28,0,,"0,2136726936",FALSE,,,,
1258,1,1,24,0,,"0,1831480231",FALSE,,,,
1262,1,1,17,0,,"0,1297298497",FALSE,,,,
1267,1,0,67,0,,"0,5112882312",TRUE,,,,
1269,1,1,27,0,,"0,206041526",FALSE,,,,
1270,1,1,27,0,,"0,206041526",FALSE,,,,
1276,1,0,10,0,,"0,07631167629",FALSE,,,,
1278,1,1,41,0,,"0,3128778728",TRUE,,,,
1279,1,0,0,0,,0,FALSE,,,,
1280,1,1,22,0,,"0,1678856878",FALSE,,,,
1282,1,1,40,0,,"0,3052467052",FALSE,,,,
1283,1,0,25,0,,"0,1907791907",FALSE,,,,
1286,1,1,20,0,,"0,1526233526",FALSE,,,,
1287,1,1,40,0,,"0,3052467052",FALSE,,,,
1294,1,0,43,0,,"0,3281402081",TRUE,,,,
1296,1,0,22,0,,"0,1678856878",FALSE,,,,
1299,1,1,20,0,,"0,1526233526",FALSE,,,,
1301,1,1,53,0,,"0,4044518844",TRUE,,,,
1304,1,0,22,0,,"0,1678856878",FALSE,,,,
1305,1,0,41,0,,"0,3128778728",TRUE,,,,
1306,1,0,19,0,,"0,144992185",FALSE,,,,
1308,1,1,23,0,,"0,1755168555",FALSE,,,,
1310,1,1,38,0,,"0,2899843699",FALSE,,,,
1311,1,1,1,0,,"0,007631167629",FALSE,,,,
1312,1,1,13,0,,"0,09920517918",FALSE,,,,
1317,1,0,7,0,,"0,0534181734",FALSE,,,,
1319,1,0,28,0,,"0,2136726936",FALSE,,,,
1321,1,1,14,0,,"0,1068363468",FALSE,,,,
1323,1,1,23,0,,"0,1755168555",FALSE,,,,
1324,1,1,33,0,,"0,2518285318",FALSE,,,,
1330,1,0,17,0,,"0,1297298497",FALSE,,,,
1336,1,0,33,0,,"0,2518285318",FALSE,,,,
1343,1,1,24,0,,"0,1831480231",FALSE,,,,
1344,1,1,39,0,,"0,2976155375",FALSE,,,,
1345,1,1,59,0,,"0,4502388901",TRUE,,,,
1346,1,1,32,0,,"0,2441973641",FALSE,,,,
1348,1,0,8,0,,"0,06104934103",FALSE,,,,
1349,1,0,28,0,,"0,2136726936",FALSE,,,,
1350,1,1,35,0,,"0,267090867",FALSE,,,,
1352,1,1,1,0,,"0,007631167629",FALSE,,,,
1353,1,1,4,0,,"0,03052467052",FALSE,,,,
1354,1,1,28,0,,"0,2136726936",FALSE,,,,
1355,1,1,46,0,,"0,3510337109",TRUE,,,,
1359,1,0,23,0,,"0,1755168555",FALSE,,,,
1362,1,0,0,0,,0,FALSE,,,,
1369,1,1,13,0,,"0,09920517918",FALSE,,,,
1370,1,1,16,0,,"0,1220986821",FALSE,,,,
1371,1,0,30,0,,"0,2289350289",FALSE,,,,
1372,1,0,8,0,,"0,06104934103",FALSE,,,,
1374,1,1,43,0,,"0,3281402081",TRUE,,,,
1377,1,1,39,0,,"0,2976155375",FALSE,,,,
1379,1,1,70,0,,"0,534181734",TRUE,,,,
1382,1,1,44,0,,"0,3357713757",TRUE,,,,
1384,1,0,63,0,,"0,4807635606",TRUE,,,,
1386,1,1,29,0,,"0,2213038612",FALSE,,,,
1387,1,0,29,0,,"0,2213038612",FALSE,,,,
1388,1,1,22,0,,"0,1678856878",FALSE,,,,
1389,1,0,26,0,,"0,1984103584",FALSE,,,,
1393,1,0,19,0,,"0,144992185",FALSE,,,,
1394,1,1,13,0,,"0,09920517918",FALSE,,,,
1396,1,1,30,0,,"0,2289350289",FALSE,,,,
1400,1,1,32,0,,"0,2441973641",FALSE,,,,
1403,1,1,49,0,,"0,3739272138",TRUE,,,,
1406,1,1,38,0,,"0,2899843699",FALSE,,,,
1407,1,1,42,0,,"0,3205090404",TRUE,,,,
1410,1,0,32,0,,"0,2441973641",FALSE,,,,
1412,1,0,0,0,,0,FALSE,,,,
1418,1,0,17,0,,"0,1297298497",FALSE,,,,
1419,1,1,35,0,,"0,267090867",FALSE,,,,
1421,1,1,0,0,,0,FALSE,,,,
1422,1,1,46,0,,"0,3510337109",TRUE,,,,
1426,1,0,19,0,,"0,144992185",FALSE,,,,
1427,1,0,43,0,,"0,3281402081",TRUE,,,,
1433,1,0,40,0,,"0,3052467052",FALSE,,,,
1434,1,1,13,0,,"0,09920517918",FALSE,,,,
1438,1,1,40,0,,"0,3052467052",FALSE,,,,
1439,1,1,28,0,,"0,2136726936",FALSE,,,,
1440,1,1,41,0,,"0,3128778728",TRUE,,,,
1441,1,1,35,0,,"0,267090867",FALSE,,,,
1442,1,1,14,0,,"0,1068363468",FALSE,,,,
1443,1,0,20,0,,"0,1526233526",FALSE,,,,
1445,1,1,22,0,,"0,1678856878",FALSE,,,,
1446,1,0,25,0,,"0,1907791907",FALSE,,,,
1447,1,0,18,0,,"0,1373610173",FALSE,,,,
1448,1,0,25,1,,"0,235551313",FALSE,,,,
1449,1,0,30,0,,"0,2289350289",FALSE,,,,
1453,1,1,21,0,,"0,1602545202",FALSE,,,,
1454,1,1,32,0,,"0,2441973641",FALSE,,,,
1456,1,0,33,1,,"0,2966006541",FALSE,,,,
1458,1,0,47,0,,"0,3586648786",TRUE,,,,
1460,1,1,34,0,,"0,2594596994",FALSE,,,,
1462,1,0,20,0,,"0,1526233526",FALSE,,,,
1464,1,1,51,1,,"0,4339616714",TRUE,,,,
1465,1,1,18,0,,"0,1373610173",FALSE,,,,
1468,1,0,30,0,,"0,2289350289",FALSE,,,,
1477,1,1,37,0,,"0,2823532023",FALSE,,,,
1479,1,1,18,0,,"0,1373610173",FALSE,,,,
1480,1,1,25,0,,"0,1907791907",FALSE,,,,
1485,1,0,23,0,,"0,1755168555",FALSE,,,,
1487,1,0,26,0,,"0,1984103584",FALSE,,,,
1490,1,1,38,0,,"0,2899843699",FALSE,,,,
1491,1,1,28,0,,"0,2136726936",FALSE,,,,
1494,1,1,18,0,,"0,1373610173",FALSE,,,,
1495,1,1,25,0,,"0,1907791907",FALSE,,,,
1496,1,0,35,0,,"0,267090867",FALSE,,,,
1497,1,0,37,0,,"0,2823532023",FALSE,,,,
1499,1,0,35,0,,"0,267090867",FALSE,,,,
1500,1,0,47,0,,"0,3586648786",TRUE,,,,
1502,1,0,27,0,,"0,206041526",FALSE,,,,
1503,1,0,27,0,,"0,206041526",FALSE,,,,
1504,1,1,23,0,,"0,1755168555",FALSE,,,,
1505,1,1,31,0,,"0,2365661965",FALSE,,,,
1506,1,1,19,0,,"0,144992185",FALSE,,,,
1507,1,1,53,0,,"0,4044518844",TRUE,,,,
1511,1,1,7,0,,"0,0534181734",FALSE,,,,
1512,1,0,7,0,,"0,0534181734",FALSE,,,,
1514,1,0,20,0,,"0,1526233526",FALSE,,,,
1516,1,0,42,0,,"0,3205090404",TRUE,,,,
1517,1,0,49,0,,"0,3739272138",TRUE,,,,
1518,1,1,47,0,,"0,3586648786",TRUE,,,,
1522,1,1,38,0,,"0,2899843699",FALSE,,,,
1523,1,0,0,0,,0,FALSE,,,,
1525,1,1,39,0,,"0,2976155375",FALSE,,,,
1526,1,0,25,0,,"0,1907791907",FALSE,,,,
1528,1,1,35,0,,"0,267090867",FALSE,,,,
1529,1,1,0,0,,0,FALSE,,,,
1530,1,0,46,0,,"0,3510337109",TRUE,,,,
1531,1,1,4,0,,"0,03052467052",FALSE,,,,
1532,1,1,19,0,,"0,144992185",FALSE,,,,
1535,1,1,47,0,,"0,3586648786",TRUE,,,,
1536,1,1,1,0,,"0,007631167629",FALSE,,,,
1540,1,1,32,0,,"0,2441973641",FALSE,,,,
1541,1,1,4,0,,"0,03052467052",FALSE,,,,
1542,1,1,16,0,,"0,1220986821",FALSE,,,,
1546,1,1,25,0,,"0,1907791907",FALSE,,,,
1548,1,0,21,0,,"0,1602545202",FALSE,,,,
1551,1,0,34,0,,"0,2594596994",FALSE,,,,
1554,1,1,28,0,,"0,2136726936",FALSE,,,,
1556,1,0,3,0,,"0,02289350289",FALSE,,,,
1557,1,1,0,0,,0,FALSE,,,,
1560,1,0,40,0,,"0,3052467052",FALSE,,,,
1563,1,0,27,0,,"0,206041526",FALSE,,,,
1568,1,1,48,0,,"0,3662960462",TRUE,,,,
1571,1,1,36,0,,"0,2747220347",FALSE,,,,
1572,1,0,38,0,,"0,2899843699",FALSE,,,,
1575,1,1,0,0,,0,FALSE,,,,
1586,1,1,38,0,,"0,2899843699",FALSE,,,,
1589,1,1,3,0,,"0,02289350289",FALSE,,,,
1593,1,1,19,0,,"0,144992185",FALSE,,,,
1596,1,1,31,0,,"0,2365661965",FALSE,,,,
1600,1,1,14,0,,"0,1068363468",FALSE,,,,
1601,1,0,47,0,,"0,3586648786",TRUE,,,,
1602,1,1,17,0,,"0,1297298497",FALSE,,,,
1605,1,0,18,0,,"0,1373610173",FALSE,,,,
1609,1,0,23,0,,"0,1755168555",FALSE,,,,
1612,1,1,26,0,,"0,1984103584",FALSE,,,,
1615,1,1,20,0,,"0,1526233526",FALSE,,,,
1622,1,0,40,0,,"0,3052467052",FALSE,,,,
1624,1,1,20,0,,"0,1526233526",FALSE,,,,
1628,1,0,59,0,,"0,4502388901",TRUE,,,,
1630,1,1,27,0,,"0,206041526",FALSE,,,,
1633,1,0,26,0,,"0,1984103584",FALSE,,,,
1634,1,0,17,0,,"0,1297298497",FALSE,,,,
1635,1,1,17,0,,"0,1297298497",FALSE,,,,
1636,1,0,20,0,,"0,1526233526",FALSE,,,,
1638,1,1,30,0,,"0,2289350289",FALSE,,,,
1641,1,1,22,0,,"0,1678856878",FALSE,,,,
1642,1,1,20,0,,"0,1526233526",FALSE,,,,
1646,1,1,50,0,,"0,3815583815",TRUE,,,,
1647,1,0,19,0,,"0,144992185",FALSE,,,,
1650,1,0,4,0,,"0,03052467052",FALSE,,,,
1652,1,0,15,0,,"0,1144675144",FALSE,,,,
1653,1,1,24,0,,"0,1831480231",FALSE,,,,
1659,1,0,21,0,,"0,1602545202",FALSE,,,,
1661,1,0,41,0,,"0,3128778728",TRUE,,,,
1662,1,1,59,0,,"0,4502388901",TRUE,,,,
1665,1,1,14,0,,"0,1068363468",FALSE,,,,
1666,1,0,50,0,,"0,3815583815",TRUE,,,,
1667,1,0,32,0,,"0,2441973641",FALSE,,,,
1668,1,1,46,0,,"0,3510337109",TRUE,,,,
1670,1,1,58,0,,"0,4426077225",TRUE,,,,
1671,1,1,15,0,,"0,1144675144",FALSE,,,,
1672,1,0,35,0,,"0,267090867",FALSE,,,,
1674,1,1,30,0,,"0,2289350289",FALSE,,,,
1675,1,0,43,0,,"0,3281402081",TRUE,,,,
1678,1,0,37,0,,"0,2823532023",FALSE,,,,
1679,1,0,28,0,,"0,2136726936",FALSE,,,,
1687,1,1,26,1,,"0,2431824807",FALSE,,,,
1688,1,1,33,0,,"0,2518285318",FALSE,,,,
1691,1,0,12,0,,"0,09157401155",FALSE,,,,
1694,1,0,0,0,,0,FALSE,,,,
1695,1,1,1,0,,"0,007631167629",FALSE,,,,
1698,1,1,5,0,,"0,03815583815",FALSE,,,,
1699,1,1,24,0,,"0,1831480231",FALSE,,,,
1704,1,1,25,0,,"0,1907791907",FALSE,,,,
1706,1,0,25,0,,"0,1907791907",FALSE,,,,
1708,1,0,60,1,,"0,50264218",TRUE,,,,
1709,1,0,41,0,,"0,3128778728",TRUE,,,,
1711,1,1,17,0,,"0,1297298497",FALSE,,,,
1713,1,0,31,0,,"0,2365661965",FALSE,,,,
1714,1,0,67,0,,"0,5112882312",TRUE,,,,
1717,1,0,19,0,,"0,144992185",FALSE,,,,
1718,1,0,48,0,,"0,3662960462",TRUE,,,,
1719,1,0,30,0,,"0,2289350289",FALSE,,,,
1720,1,0,22,0,,"0,1678856878",FALSE,,,,
1721,1,0,28,1,,"0,2584448159",FALSE,,,,
1722,1,1,23,0,,"0,1755168555",FALSE,,,,
1726,1,0,26,0,,"0,1984103584",FALSE,,,,
1727,1,0,23,0,,"0,1755168555",FALSE,,,,
1731,1,1,2,0,,"0,01526233526",FALSE,,,,
1732,1,1,3,0,,"0,02289350289",FALSE,,,,
1739,1,1,14,0,,"0,1068363468",FALSE,,,,
1740,1,0,53,0,,"0,4044518844",TRUE,,,,
1741,1,1,0,0,,0,FALSE,,,,
1743,1,0,22,0,,"0,1678856878",FALSE,,,,
1745,1,1,24,0,,"0,1831480231",FALSE,,,,
1748,1,1,32,0,,"0,2441973641",FALSE,,,,
1750,1,0,58,0,,"0,4426077225",TRUE,,,,
1754,1,0,8,0,,"0,06104934103",FALSE,,,,
1759,1,1,64,0,,"0,4883947283",TRUE,,,,
1760,1,0,31,1,,"0,2813383188",FALSE,,,,
1762,1,1,30,0,,"0,2289350289",FALSE,,,,
1769,1,0,20,0,,"0,1526233526",FALSE,,,,
1770,1,1,18,0,,"0,1373610173",FALSE,,,,
1771,1,1,17,0,,"0,1297298497",FALSE,,,,
1775,1,0,30,0,,"0,2289350289",FALSE,,,,
1780,1,0,50,0,,"0,3815583815",TRUE,,,,
1781,1,0,29,0,,"0,2213038612",FALSE,,,,
1783,1,0,39,0,,"0,2976155375",FALSE,,,,
1784,1,0,38,0,,"0,2899843699",FALSE,,,,
1787,1,1,42,0,,"0,3205090404",TRUE,,,,
1788,1,1,36,0,,"0,2747220347",FALSE,,,,
1797,1,1,15,0,,"0,1144675144",FALSE,,,,
1800,1,1,52,0,,"0,3968207167",TRUE,,,,
1801,1,0,38,0,,"0,2899843699",FALSE,,,,
1804,1,0,63,0,,"0,4807635606",TRUE,,,,
1805,1,1,24,0,,"0,1831480231",FALSE,,,,
1809,1,0,21,0,,"0,1602545202",FALSE,,,,
1810,1,1,56,0,,"0,4273453872",TRUE,,,,
1811,1,0,45,0,,"0,3434025433",TRUE,,,,
1814,1,0,36,0,,"0,2747220347",FALSE,,,,
1827,1,0,44,1,,"0,380543498",TRUE,,,,
1829,1,1,15,0,,"0,1144675144",FALSE,,,,
1831,1,0,29,0,,"0,2213038612",FALSE,,,,
1832,1,1,36,0,,"0,2747220347",FALSE,,,,
1833,1,0,21,0,,"0,1602545202",FALSE,,,,
1834,1,0,35,0,,"0,267090867",FALSE,,,,
1837,1,1,0,0,,0,FALSE,,,,
1840,1,1,30,1,,"0,2737071512",FALSE,,,,
1841,1,1,38,0,,"0,2899843699",FALSE,,,,
1842,1,0,27,0,,"0,206041526",FALSE,,,,
1844,1,1,39,0,,"0,2976155375",FALSE,,,,
1847,1,0,23,0,,"0,1755168555",FALSE,,,,
1848,1,0,34,0,,"0,2594596994",FALSE,,,,
1849,1,1,26,1,,"0,2431824807",FALSE,,,,
1851,1,1,15,0,,"0,1144675144",FALSE,,,,
1852,1,1,64,0,,"0,4883947283",TRUE,,,,
1853,1,1,25,0,,"0,1907791907",FALSE,,,,
1854,1,1,35,0,,"0,267090867",FALSE,,,,
1855,1,1,19,0,,"0,144992185",FALSE,,,,
1857,1,1,3,0,,"0,02289350289",FALSE,,,,
1859,1,1,44,0,,"0,3357713757",TRUE,,,,
1862,1,0,37,0,,"0,2823532023",FALSE,,,,
1863,1,1,19,0,,"0,144992185",FALSE,,,,
1866,1,0,22,0,,"0,1678856878",FALSE,,,,
1867,1,1,21,0,,"0,1602545202",FALSE,,,,
1869,1,0,17,0,,"0,1297298497",FALSE,,,,
1872,1,1,42,0,,"0,3205090404",TRUE,,,,
1874,1,0,28,0,,"0,2136726936",FALSE,,,,
1880,1,0,30,0,,"0,2289350289",FALSE,,,,
1882,1,1,17,0,,"0,1297298497",FALSE,,,,
1883,1,1,40,0,,"0,3052467052",FALSE,,,,
1884,1,1,33,0,,"0,2518285318",FALSE,,,,
1888,1,0,19,0,,"0,144992185",FALSE,,,,
1889,1,0,22,0,,"0,1678856878",FALSE,,,,
1892,1,0,0,0,,0,FALSE,,,,
1893,1,0,17,0,,"0,1297298497",FALSE,,,,
1894,1,1,27,0,,"0,206041526",FALSE,,,,
1895,1,1,15,0,,"0,1144675144",FALSE,,,,
1897,1,0,19,0,,"0,144992185",FALSE,,,,
1900,1,1,26,0,,"0,1984103584",FALSE,,,,
1903,1,1,50,0,,"0,3815583815",TRUE,,,,
1904,1,1,25,0,,"0,1907791907",FALSE,,,,
1905,1,1,64,0,,"0,4883947283",TRUE,,,,
1907,1,1,24,0,,"0,1831480231",FALSE,,,,
1908,1,0,27,1,,"0,2508136483",FALSE,,,,
1909,1,1,42,0,,"0,3205090404",TRUE,,,,
1911,1,0,20,0,,"0,1526233526",FALSE,,,,
1912,1,0,31,0,,"0,2365661965",FALSE,,,,
1916,1,0,32,0,,"0,2441973641",FALSE,,,,
1917,1,1,25,0,,"0,1907791907",FALSE,,,,
1918,1,0,6,0,,"0,04578700578",FALSE,,,,
1919,1,1,3,0,,"0,02289350289",FALSE,,,,
1924,1,1,18,0,,"0,1373610173",FALSE,,,,
1925,1,0,55,0,,"0,4197142196",TRUE,,,,
1927,1,0,34,0,,"0,2594596994",FALSE,,,,
1931,1,1,19,0,,"0,144992185",FALSE,,,,
1932,1,1,30,0,,"0,2289350289",FALSE,,,,
1934,1,0,17,0,,"0,1297298497",FALSE,,,,
1936,1,0,28,0,,"0,2136726936",FALSE,,,,
1939,1,0,23,0,,"0,1755168555",FALSE,,,,
1942,1,0,17,0,,"0,1297298497",FALSE,,,,
1946,1,1,27,0,,"0,206041526",FALSE,,,,
1948,1,0,65,0,,"0,4960258959",TRUE,,,,
1949,1,0,19,0,,"0,144992185",FALSE,,,,
1950,1,0,54,0,,"0,412083052",TRUE,,,,
1952,1,0,40,0,,"0,3052467052",FALSE,,,,
1954,1,0,22,0,,"0,1678856878",FALSE,,,,
1956,1,0,18,0,,"0,1373610173",FALSE,,,,
1961,1,1,21,0,,"0,1602545202",FALSE,,,,
1965,1,1,29,0,,"0,2213038612",FALSE,,,,
1966,1,0,45,0,,"0,3434025433",TRUE,,,,
1967,1,0,45,0,,"0,3434025433",TRUE,,,,
1977,1,1,40,0,,"0,3052467052",FALSE,,,,
1978,1,1,27,0,,"0,206041526",FALSE,,,,
1982,1,0,49,0,,"0,3739272138",TRUE,,,,
1985,1,1,14,0,,"0,1068363468",FALSE,,,,
1989,1,0,19,0,,"0,144992185",FALSE,,,,
1995,1,1,16,0,,"0,1220986821",FALSE,,,,
2000,1,1,27,0,,"0,206041526",FALSE,,,,
2001,1,0,3,0,,"0,02289350289",FALSE,,,,
2002,1,0,4,0,,"0,03052467052",FALSE,,,,
2003,1,1,13,1,,"0,1439773015",FALSE,,,,
2004,1,1,19,0,,"0,144992185",FALSE,,,,
2005,1,0,18,0,,"0,1373610173",FALSE,,,,
2006,1,0,66,0,,"0,5036570635",TRUE,,,,
2007,1,1,39,1,,"0,3423876598",TRUE,,,,
2012,1,0,27,0,,"0,206041526",FALSE,,,,
2014,1,1,18,0,,"0,1373610173",FALSE,,,,
2020,1,0,21,0,,"0,1602545202",FALSE,,,,
2021,1,0,18,0,,"0,1373610173",FALSE,,,,
2022,1,1,43,0,,"0,3281402081",TRUE,,,,
2023,1,1,27,0,,"0,206041526",FALSE,,,,
2024,1,0,0,0,,0,FALSE,,,,
2026,1,1,21,1,,"0,2050266425",FALSE,,,,
2028,1,1,35,0,,"0,267090867",FALSE,,,,
2032,1,0,23,0,,"0,1755168555",FALSE,,,,
2033,1,1,27,0,,"0,206041526",FALSE,,,,
2034,1,1,58,0,,"0,4426077225",TRUE,,,,
2035,1,1,53,0,,"0,4044518844",TRUE,,,,
2046,1,1,48,0,,"0,3662960462",TRUE,,,,
2049,1,0,27,0,,"0,206041526",FALSE,,,,
2051,1,0,26,0,,"0,1984103584",FALSE,,,,
2052,1,1,37,0,,"0,2823532023",FALSE,,,,
2054,1,0,61,0,,"0,4655012254",TRUE,,,,
2056,1,0,32,0,,"0,2441973641",FALSE,,,,
2059,1,1,25,0,,"0,1907791907",FALSE,,,,
2065,1,0,15,0,,"0,1144675144",FALSE,,,,
2067,1,0,41,1,,"0,3576499951",TRUE,,,,
2068,1,0,43,0,,"0,3281402081",TRUE,,,,
2069,1,1,32,0,,"0,2441973641",FALSE,,,,
2071,1,1,18,0,,"0,1373610173",FALSE,,,,
2072,1,0,47,0,,"0,3586648786",TRUE,,,,
2073,1,1,29,0,,"0,2213038612",FALSE,,,,
2075,1,0,14,0,,"0,1068363468",FALSE,,,,
2083,1,1,20,0,,"0,1526233526",FALSE,,,,
2084,1,1,20,0,,"0,1526233526",FALSE,,,,
2088,1,1,17,0,,"0,1297298497",FALSE,,,,
2091,1,0,28,0,,"0,2136726936",FALSE,,,,
2092,1,1,41,0,,"0,3128778728",TRUE,,,,
2093,1,1,25,0,,"0,1907791907",FALSE,,,,
2094,1,0,26,0,,"0,1984103584",FALSE,,,,
2096,1,0,22,0,,"0,1678856878",FALSE,,,,
2102,1,1,44,0,,"0,3357713757",TRUE,,,,
2103,1,1,34,0,,"0,2594596994",FALSE,,,,
2104,1,1,47,0,,"0,3586648786",TRUE,,,,
